GDP per capita,country,date,agricultural_land%,forest_land%,land_area,avg_precipitation,trade_in_services%,control_of_corruption_estimate,control_of_corruption_std,access_to_electricity%,renewvable_energy_consumption%,electric_power_consumption,CO2_emisions,other_greenhouse_emisions,population_density,inflation_annual%,real_interest_rate,risk_premium_on_lending,research_and_development_expenditure%,central_goverment_debt%,tax_revenue%,expense%,goverment_effectiveness_estimate,goverment_effectiveness_std,human_capital_index,doing_business,time_to_get_operation_license,statistical_performance_indicators,individuals_using_internet%,logistic_performance_index,military_expenditure%,GDP_current_US,political_stability_estimate,political_stability_std,rule_of_law_estimate,rule_of_law_std,regulatory_quality_estimate,regulatory_quality_std,government_expenditure_on_education%,government_health_expenditure%,multidimensional_poverty_headcount_ratio%,gini_index,birth_rate,death_rate,life_expectancy_at_birth,population,rural_population,voice_and_accountability_estimate,voice_and_accountability_std,intentional_homicides
11420.994003284,Latvia,01-01-2010,29.006701271,54.190624648,62227,667,26.525843245,0.203808978,0.139962509,99.752883911,33.07,3229.951062070,8518.1,12854.22932,33.708117055,-1.084635950,,,0.605710030,,19.657812330,55.315115301,0.722773254,0.224951923,0.676458120,,,,68.42,3.25,1.083592529,23956163076.5575,0.527854025,0.243547097,0.758604050,0.139283538,0.928532481,0.182336196,5.038819790,3.66973138,38.2,35,9.4,14.3,73.482926829,2097555,674553,0.794243872,0.134346157,
15695.115154106,Latvia,01-01-2017,31.063686181,54.625484115,62227,667,28.668882604,0.501099586,0.128643513,100,42.6,,7116.7,11701.90069,31.212303341,2.930363124,,,0.511039972,,23.479512795,42.894752184,0.865767598,0.211273745,0.724,,,84.339583333,80.114077,,1.593511340,30483806017.8318,0.452953696,0.214783162,0.900340319,0.154017642,1.144571304,0.212539986,4.366710186,3.41016722,28.2,35.6,10.7,14.8,74.629268293,1942248,620063,0.797457397,0.133379459,4.143513930
17865.031094764,Latvia,01-01-2018,31.144037154,54.687675768,62227,667,28.616908963,0.297805101,0.140448824,100,40.97,,7785.2,12237.61476,30.970061227,2.534454242,,,0.638689995,,22.826737182,42.616221013,1.000428557,0.210913703,0.738353431,,,83.999166667,83.57717486,2.81,2.061498090,34429023435.0211,0.395304829,0.212974012,0.923249125,0.147012040,1.134443521,0.212593690,4.243569851,3.69562984,28.4,35.1,10,15,74.782926829,1927174,613959,0.792103887,0.138920978,4.339671234
18096.202707339,Latvia,01-01-2020,31.640687771,54.809416680,62230,667,25.759550807,0.693269372,0.149983510,100,43.75,,6928.3,11436.59559,30.539112968,0.219064905,,,0.729910016,,22.035801281,49.536066669,0.838279903,0.220126405,0.706581414,,,83.739166667,88.89796078,,2.148937192,34390910338.9604,0.462128848,0.231230170,0.922364891,0.143190295,1.180404305,0.226835579,4.821040154,4.7241993,26,35.7,9.2,15.2,75.185365854,1900449,602157,0.869215667,0.106953040,3.689935753
8679.897422124,Lebanon,01-01-2017,65.818181818,13.834799609,10230,661,54.765229668,-1.027634382,0.132816613,99.851913452,3.97,,29170.9,35779.79728,597.189833822,4.321352183,5.396472991,3.853333333,,,15.359881764,25.983589260,-0.460668236,0.209040567,0.538,,,37.914583333,78.18077489,,4.505139801,53027680685.9038,-1.622226834,0.213935792,-0.808564723,0.165391549,-0.378438920,0.199362278,2.137486219,3.60590625,,,16.904,4.495,79.654,6109252,706902,-0.576118827,0.126059189,4.026679864
9225.845154869,Lebanon,01-01-2018,65.645161290,13.893450635,10230,661,54.546789329,-1.132698298,0.137938336,99.7,4.75,,27401.3,34289.86847,581.704692082,6.076989079,3.385546529,4.655,,,15.325405457,29.346196766,-0.673814237,0.220806867,0.524635971,,,45.442916667,80.9,2.72,4.851794579,54901519155.5556,-1.621535778,0.212307975,-0.782223165,0.158614472,-0.454621404,0.199100927,2.527220726,3.70927978,,,16.311,4.704,79.729,5950839,678812,-0.513791621,0.129264027,2.890348739
5599.957522607,Lebanon,01-01-2020,66.207233627,14.010752688,10230,661,30.766075933,-1.179467916,0.148219645,99.983070374,6.71,,21474.9,28947.43775,553.560410557,84.864333047,,,,,8.901728325,14.944870758,-1.204863071,0.249917418,0.515125513,,,54.72375,83.1038168,,3.032645417,31712128253.7961,-1.621134520,0.232469827,-0.905710816,0.155585200,-0.768814564,0.213804573,1.669968128,2.63267303,,,15.332,6.253,77.804,5662923,627169,-0.555211604,0.127704129,2.260316601
1104.811546832,Lesotho,01-01-2010,76.613965744,1.137022398,30360,788,22.061325566,0.184215263,0.174677774,17,52.98,,2158.8,3921.741124,66.625395257,-2.405242546,5.587195106,4.985,,29.563599277,30.298760430,42.541168809,-0.396515280,0.195875123,0.340880424,,,,3.86,,3.162519868,2234754241.91918,0.456775397,0.273786128,-0.290129393,0.145484477,-0.630146682,0.159789994,,4.71744442,,,28.477,18.644,45.596,2022747,1521146,-0.101529345,0.140520051,
1062.456192018,Lesotho,01-01-2017,79.644268775,1.137022398,30360,788,21.113692071,-0.058279932,0.171989679,33.7,39.62,,2402.3,4227.946916,71.495948617,4.447699374,10.283628679,5.175333333,,37.377035115,33.015270486,39.724920798,-0.925521493,0.197291106,0.371,,,54.377083333,39,,2.270782496,2306185472.14868,-0.194125235,0.233241320,-0.299606234,0.163323730,-0.382606447,0.186721385,8.155320168,5.562922,,44.9,27.723,13.651,53.064,2170617,1568705,-0.008935785,0.132398114,
1162.978854121,Lesotho,01-01-2018,80.148221344,1.137022398,30360,788,20.556942197,-0.136426091,0.166230068,47,40.22,,2276.6,3952.152334,72.398451910,4.751803016,-0.354225598,4.885666667,,32.844714346,31.815169460,39.249684180,-0.922438741,0.185533568,0.398492515,,,55.704166667,40.8,2.28,1.999394011,2556247291.99785,-0.188686535,0.230162203,-0.366134912,0.154109761,-0.555366874,0.183192089,7.283609867,5.26642847,,,27.262,13.259,53.733,2198017,1579209,0.008875524,0.139726549,
917.356381258,Lesotho,01-01-2020,80.138339921,1.137022398,30360,788,19.178305894,-0.141579404,0.170165226,47.497013092,41.42,,2311.9,4013.753971,74.245718050,4.978096763,1.121036004,4.714888889,,2.972291090,35.748689405,42.992964606,-0.979480028,0.207431123,0.400392592,,,53.122916667,42.85616632,,1.824578265,2067813018.99465,-0.253533632,0.247393817,-0.487081766,0.145547330,-0.669014096,0.190477803,6.997992516,6.09236574,,,26.378,12.858,54.693,2254100,1599780,-0.005604757,0.129746586,
706.892691975,Liberia,01-01-2017,19.483890158,80.027200997,96320,2391,8.732061676,-0.687493205,0.127775550,24.2,93.56,,1268.4,2130.949002,49.798909884,12.419632391,16.294703958,,,,,,-1.365272641,0.178227335,0.319,,10.4,47.840833333,16.3,,0.940009270,3390703400,-0.320534796,0.209044740,-0.970614910,0.149780542,-0.983210862,0.165199429,2.663300037,1.38745701,,,33.151,8.954,60.553,4796631,2364883,0.042723432,0.120186880,
700.037039378,Liberia,01-01-2018,19.797589286,79.713039867,96320,2391,6.273654641,-0.871749878,0.128087223,22.770135880,94.42,,1126.6,2015.124597,50.761949751,23.563514895,,,,,,,-1.322998405,0.175456256,0.317570239,,,48.10625,18.9,2.23,0.938216027,3422754800,-0.203764617,0.209785938,-1.001456499,0.142985269,-0.989606023,0.161980584,2.503910065,1.68725502,,,32.706,8.793,60.853,4889391,2388419,-0.027022187,0.124239959,
597.529691893,Liberia,01-01-2020,19.965116279,79.084717608,96320,2391,16.353992933,-0.905724645,0.140075520,27.559749603,92.96,,1179.5,2155.394887,52.819601329,,,,,,,,-1.460012197,0.205584735,0.319014221,,,59.255833333,27.95308059,,0.973405960,3039982500,-0.314182639,0.213350356,-1.035418153,0.139408022,-1.038943887,0.170945570,2.139914513,1.58623326,,,31.708,8.753,60.948,5087584,2437512,-0.072171874,0.118508451,
11987.508411647,Lithuania,01-01-2010,44.232947746,34.623055445,62675,656,19.834225540,0.372421801,0.134063050,99.718772888,21.46,3470.785030230,12603,21316.66855,49.418141205,1.319213621,,,0.783299983,41.226117741,15.964973466,39.531893480,0.738227606,0.215913206,0.688390017,,,,62.12,3.13,0.878659092,37128694028.243,0.715260625,0.239330947,0.776326060,0.133944958,0.960122764,0.177897826,5.297860146,4.8445034,34,33.6,9.9,13.6,73.268292683,3097282,1029629,0.915654838,0.131527916,6.976703068
16885.407394837,Lithuania,01-01-2017,46.859085902,35.056911607,62641,656,32.436582816,0.518894792,0.128643513,100,33.78,,11222.2,19565.53059,45.152583771,3.722888623,,,0.896260023,44.980857713,16.650647052,31.067363823,0.929522395,0.211273745,0.712,,,78.650833333,77.61525651,,1.712070468,47758736931.7801,0.765564740,0.214783162,0.961101294,0.154017642,1.145986915,0.212539986,3.812200069,4.21900225,29.6,37.3,10.1,14.2,75.480487805,2828403,918778,0.986520112,0.133379459,3.442992649
19186.359591641,Lithuania,01-01-2018,47.054127415,35.095002395,62630,656,34.391416661,0.466333061,0.140448824,100,33.73,,11652.5,19652.27895,44.731646176,2.697927792,,,0.936619997,38.989853637,16.783906555,32.068517028,1.031653762,0.210913703,0.726695240,,,85.43875,79.72258277,3.02,1.966374947,53751411409.4447,0.729063928,0.212974012,0.923340857,0.147012040,1.093714833,0.212593690,3.892899990,4.30956507,28.3,35.7,10,14.1,75.680487805,2801543,905487,0.901689649,0.138920978,3.198745535
20381.855782748,Lithuania,01-01-2020,46.994570425,35.148514851,62620,656,33.725116980,0.778642654,0.149983510,100,31.7,,11693.8,19784.73208,44.632465666,1.199894450,,,1.133610010,53.314074348,19.980014506,39.236608010,1.015032411,0.220126405,0.706047952,,,86.41625,83.05554724,,2.069537186,56964942999.3651,0.921403408,0.231230170,0.950274825,0.143190295,1.080174565,0.226835579,4.512559891,5.17632532,24.8,36,9,15.6,74.978048780,2794885,893078,1.004444122,0.106953040,3.581221846
110885.991378721,Luxembourg,01-01-2010,50.899994562,34.453827210,2574.46,934,188.393937144,2.038584948,0.201939762,100,3.68,16829.962540906,11029.1,12034.51682,196.916246514,2.273679116,,,1.423730016,,23.817840438,37.587779462,1.716418028,0.238180131,0.700203478,,,,90.62,3.98,0.441009497,56213985987.4168,1.461218596,0.255335242,1.844100356,0.172366604,1.673909426,0.254995704,5.011902332,5.72467899,17.1,30.5,11.6,7.4,80.631707317,506953,58061,1.574835777,0.163703367,1.972116248
110193.213797228,Luxembourg,01-01-2017,50.945829417,34.453827210,2574.46,934,272.388154854,1.940490723,0.151305661,100,15.32,,9006.5,10011.86329,231.635372078,1.730799591,,,1.238980055,,24.518147053,37.758533856,1.644943833,0.221605092,0.692,,,71.013333333,97.36296032,,0.495110917,65712180342.9836,1.312891960,0.214783162,1.699417710,0.176228210,1.681558609,0.242883191,3.486459970,4.35383892,21.5,34.5,10.4,7.1,82.095121951,596336,55298,1.521885157,0.161406636,0.335411487
116786.511654677,Luxembourg,01-01-2018,51.101590236,34.453827210,2574.46,934,276.759294112,2.047868490,0.165106952,100,16.05,,9320.8,10311.59007,236.146609386,1.528195243,,,1.171800017,,26.644593907,38.794307110,1.736426950,0.221195087,0.692368567,,,78.86375,97.06129871,3.63,0.500655643,71000359760.4611,1.347255111,0.212974012,1.768349648,0.168202519,1.749134064,0.243935689,3.662110090,4.46583462,21.9,35.4,10.3,7.1,82.295121951,607950,54831,1.542608619,0.164488718,0.493491667
116905.370396853,Luxembourg,01-01-2020,51.325714907,34.453827210,2574.46,934,304.786257608,2.023770571,0.177002341,100,20.79,,7853.1,8813.977022,244.874264894,0.819957302,,,1.091500044,,25.230223847,42.823272987,1.792817235,0.231866837,0.686146140,,87.8,83.905,98.45962893,,0.575786226,73699366700.2134,1.212395668,0.231230170,1.738464713,0.161185086,1.838177085,0.260185421,3.838229895,5.03534985,20.9,33.4,10.2,7.3,82.143902439,630419,53882,1.497230649,0.119024694,0.475888702
50676.387081920,"Macao SAR, China",01-01-2010,,,29.7,,92.938880940,0.412911594,0.201171562,100,5.49,,,,18764.208754209,2.809472421,0.438268291,,0.050120000,,34.388435753,14.704320083,1.350158334,0.335227937,0.648325145,,,,55.198,,,28241798491.593,0.573578119,0.328449696,0.717142940,0.200464115,1.349386215,0.304421693,2.618489981,,,,9.561,3.678,83.109,557297,0,0.628308356,0.239399731,0.358875070
78896.274748513,"Macao SAR, China",01-01-2017,,,30.8,,86.788243643,0.595861137,0.240812778,100,3.87,,,,20734.058441558,1.228124041,3.035850525,,0.171900004,,29.037057341,15.185697223,1.335277081,0.333829999,0.759,,,,83.17408907,,,50383871120.8733,1.407128215,0.291351110,0.814666867,0.222178340,1.750412822,0.313955158,2.706429958,,,,10.877,3.864,84.563,638609,0,-0.054535914,0.282474011,0.313180679
84779.453694106,"Macao SAR, China",01-01-2018,,,32.9,,89.060658771,0.675081074,0.251851737,100,8.43,,,,19786.960486322,3.004462932,1.688690113,,0.200790003,,29.436514348,14.573834688,1.158082008,0.330506831,0.763288140,,,,83.79408961,,,55190661339.7796,1.229578137,0.275836498,0.971920669,0.207542554,1.606424332,0.318043143,2.728780031,,,,10.621,3.86,84.928,650991,0,-0.068354689,0.248328954,0.307223909
37474.734594594,"Macao SAR, China",01-01-2020,,,32.9,,57.917610789,0.770509839,0.226566732,100,11.02,,,,20555.714285714,0.811410511,5.533670850,,0.451200008,,21.827381746,43.100938208,1.075224519,0.357047558,0.795671582,,,,88.33262029,,,25343525935.8358,1.137468815,0.320069164,0.812058628,0.183039725,1.737213492,0.376031339,6.360320091,,,,10.128,4.047,85.184,676283,0,-0.290054917,0.263182104,0.295734182
459.375407997,Madagascar,01-01-2010,70.321903910,21.601231214,581540,1513,22.261099163,-0.417824775,0.152571633,12.3,86.73,,1869.8,27667.71075,37.368113973,9.247321736,32.464101445,36.674166667,0.099030003,,8.535319118,8.573463487,-0.995213866,0.175850347,0.388654828,,,,1.7,2.66,0.570214687,9982711338.07029,-0.978338838,0.243547097,-0.878425717,0.133113906,-0.605530262,0.150725037,2.585234404,1.86783457,,42.4,36.041,7.713,62.873,21731053,14790589,-0.845434308,0.111686587,
503.498058680,Madagascar,01-01-2017,70.290477827,21.432554142,581800,1513,19.576656110,-1.074516296,0.124474965,24.1,81.32,,3481,28081.75803,44.980305947,8.609050754,52.436788153,51.255244461,0.012750000,,10.027544730,10.589114827,-1.195470214,0.172041640,0.374,,,41.69,6.4,,0.506222290,13176313593.5509,-0.302837580,0.213935792,-0.878510773,0.143885732,-0.737336755,0.163484365,2.701374054,2.24615121,,,32.477,6.79,65.094,26169542,16611902,-0.345090419,0.119706504,
512.543991507,Madagascar,01-01-2018,70.290477827,21.409831557,581800,1513,19.618654836,-1.020541787,0.129495487,36.5,83.76,,3304.87,29200.57375,46.143934342,8.594229589,43.483344966,47.762531256,,,10.283128679,9.832364584,-1.212072134,0.178154200,0.385492682,,,50.1875,8.7,2.39,0.532102174,13760033282.2925,-0.578839123,0.215846255,-0.836624086,0.143012047,-0.785894692,0.162139252,2.844099998,1.50361967,,,32.088,6.736,65.27,26846541,16862044,-0.321327120,0.123931713,
462.404228818,Madagascar,01-01-2020,70.290477827,21.364403575,581800,1513,11.573823692,-1.009642959,0.141583487,32,84.75,,2745.45,30566.42841,48.513539017,4.201793122,42.714056559,41.958664222,,,9.520728725,11.797752216,-1.052760601,0.208131984,0.391991019,,,54.002083333,13.71677775,,0.673153896,13051441203.9474,-0.509343922,0.232469827,-0.879376113,0.140423581,-0.811572015,0.170945570,3.254433870,1.4370451,,,31.343,6.801,65.182,28225177,17348887,-0.261799514,0.120439462,
688.139191185,Malawi,01-01-2010,58.177768350,28.231862537,94280,1181,3.159437756,-0.488746434,0.160042405,8.7,81.21,,984.46,6369.508614,156.113937208,7.411590929,11.146069357,17.463093996,,19.260830038,10.563465021,12.699436148,-0.469919920,0.180702716,0.363821447,,,,2.26,,0.718201024,10128323010.6049,0.043895766,0.260473907,-0.137619033,0.139352694,-0.637416422,0.155472144,2.432369947,1.13196635,,45.5,40.825,11.412,56.381,14718422,12430590,-0.190968171,0.112191588,3.532987556
500.165547203,Malawi,01-01-2017,61.699193891,25.113491727,94280,1181,6.292000224,-0.687254250,0.127775550,12.7,76.92,,1394.6,9125.424201,189.660235469,11.543393919,25.336202899,19.575583333,,34.294622569,12.184301943,13.244472001,-0.726111114,0.178227335,0.407,,,55.788333333,7,,0.530100464,8943543677.18899,-0.249828547,0.218073249,-0.394216031,0.149780542,-0.791547000,0.165199429,2.768990040,1.71919668,,,34.343,7.149,62.977,17881167,14892509,-0.030692024,0.122421160,
537.932204050,Malawi,01-01-2018,62.293169283,24.668010182,94280,1181,6.254919027,-0.765652001,0.128087223,18.02,73.19,,1609.4,10530.26139,194.822687739,12.420178109,24.650079458,18.676666667,,41.695011416,12.173878249,14.919469410,-0.801292062,0.175456256,0.411061704,,,53.997916667,8,2.59,0.589501502,9880675785.93057,-0.431270897,0.216427937,-0.405376077,0.142985269,-0.723060787,0.161980584,3.322959900,1.67992616,,,33.925,6.955,63.276,18367883,15256915,-0.075617775,0.126686186,
622.184591271,Malawi,01-01-2020,63.470513364,23.777047094,94280,1181,8.510952109,-0.392753959,0.136787534,11.5,70.26,,1640,11982.42756,205.526739499,8.625514697,13.895987863,15.713137963,,,11.841996424,16.101185035,-0.818331599,0.195723712,0.413240641,,,58.354583333,18.92676996,,0.834281208,12056108778.3125,-0.118913285,0.232469827,-0.278625727,0.136406392,-0.785046399,0.169316143,,1.97010148,,,33.233,6.706,63.717,19377061,16000221,0.004117197,0.120229729,
8880.145804541,Malaysia,01-01-2010,22.490640694,57.670521991,328550,2875,26.398478054,0.057084449,0.136746332,99.475311279,1.96,4071.944263285,199867,248443.0408,87.407490489,1.622852356,-2.113277326,2.416083333,1.036080003,49.559823066,13.332195310,18.231925389,1.046478391,0.207185820,0.584345043,,,,56.3,3.44,1.490210106,255017638455.59,0.143352136,0.239330947,0.393890440,0.148878917,0.611249983,0.186796233,4.966450214,1.67910564,,,17.002,5.009,74.442,28717731,8353414,-0.499948204,0.113698810,1.880371398
9979.704472824,Malaysia,01-01-2017,26.087353523,58.634880536,328550,2875,24.931685336,-0.005901465,0.122339517,99.978698730,5.22,,225104.1,281063.6498,97.324017653,3.871201158,0.798926040,,,50.049677737,12.945966241,15.825819029,0.777292728,0.199878842,0.622,,,64.695833333,80.14047901,,1.100334607,319109094160.343,0.111208953,0.209813088,0.386965662,0.157663122,0.671274364,0.191425934,4.184885025,1.92218649,,,16.355,5.132,75.476,31975806,7851020,-0.398867100,0.125948071,1.185271139
11073.978970469,Malaysia,01-01-2018,26.087353523,58.482240146,328550,2875,23.644101663,0.300330877,0.133901164,99.997154236,5.31,,241451.4,297793.9565,98.612908233,0.884709161,4.277048074,,1.040259957,51.185914883,12.022665859,15.922057934,1.053842545,0.213102281,0.632578671,,,72.614166667,81.20104862,3.22,0.960308762,358788845712.53,0.247989401,0.208318025,0.529128134,0.153216213,0.575907409,0.197632849,4.131948471,1.92697287,,41.2,15.978,5.175,75.644,32399271,7764161,-0.100061126,0.130539775,0.996935996
10164.344431073,Malaysia,01-01-2020,26.087353523,58.176959367,328550,2875,16.457177924,0.229109854,0.143652663,100,5.84,,245139.3,302088.6631,101.050047177,-1.138702154,4.801491997,,0.950879991,62.006721509,10.884671205,18.471585145,1.022472620,0.243895024,0.610976160,,,72.937083333,89.55501192,,1.002004824,337456163961.211,0.124463096,0.208693087,0.572214603,0.150670066,0.666613460,0.208771586,4.520450115,2.17579722,,,15.417,5.311,75.938,33199993,7582878,-0.155352876,0.126931667,0.762048353
795.682801554,Mali,01-01-2017,34.728198068,10.896663634,1220190,282,16.365211974,-0.666013300,0.132840887,34.78,71.45,,3629.8,38485.66359,15.826514723,1.759857429,3.144895910,,0.291979998,,15.882845104,12.506997990,-0.964599192,0.172041640,0.317,,,52.369583333,18.9,,3.028601114,15365713048.1993,-1.903490663,0.219212145,-0.793805599,0.151567653,-0.616949379,0.171870664,3.789769888,1.17751467,,,43.378,9.637,59.132,19311355,11283238,-0.211932972,0.124469720,
856.356596551,Mali,01-01-2018,34.883091977,10.896663634,1220190,282,15.898193007,-0.711567581,0.133758545,50.9,70.59,,3867.9,39735.21105,16.337044231,0.299546507,,,,,11.669737313,12.371681316,-1.025983214,0.169744149,0.321505189,,,54.586666667,21.4,2.59,2.823595537,17070867589.9055,-2.084461451,0.217243075,-0.815356374,0.145350203,-0.600795805,0.167951137,3.558170080,1.15118277,,36,42.901,9.419,59.393,19934298,11490927,-0.327701360,0.129580840,
822.906136832,Mali,01-01-2020,35.192879797,10.896663634,1220190,282,14.031185933,-0.801557362,0.149585053,50.644065857,63.84,,4150.7,43491.51296,17.394045190,0.438088940,,,,,14.164539862,14.501120620,-1.187221050,0.195723712,0.318269581,,,53.72125,27.85653831,,3.425733700,17465392764.3706,-2.146287680,0.237614140,-0.950111389,0.142925948,-0.673809767,0.178533092,3.954459906,1.4803977,,,41.995,9.529,58.633,21224040,11904776,-0.735177457,0.125046834,
21798.914293592,Malta,01-01-2010,32.28125,1.09375,320,560,204.728356581,0.784824491,0.201471552,100,1.22,4767.097378096,2586.6,3005.876934,1295.3375,1.515635136,1.390292877,3.776666667,0.587409973,,25.310118816,39.871483142,1.187473178,0.238016546,0.680218041,,,,63,2.82,0.650590926,9035824366.00804,1.253456235,0.243547097,1.410112262,0.165680110,1.428605080,0.246133357,6.250050068,5.13512707,21.2,29,9.4,7.3,81.397560976,414508,24572,1.167212605,0.154401585,0.955212475
28813.185339651,Malta,01-01-2017,32.4375,1.3125,320,560,203.292213954,0.703422308,0.161989689,100,7.27,,1521.2,2027.25402,1462.496875,1.364354482,,,0.552119970,,25.053555002,33.510504370,0.968663752,0.234294310,0.701,,,73.42625,81.01191108,,0.479625798,13484541925.7714,1.238307238,0.219212145,1.110819697,0.187226206,1.271285772,0.259745568,4.559179783,5.48946762,19.3,29.2,9.2,7.6,82.346341463,467999,25525,1.171136737,0.161640689,1.668415027
31785.884830092,Malta,01-01-2018,32.4375,1.4375,320,560,187.531694282,0.547609329,0.175787717,100,7.56,,1552.5,2047.36036,1514.46875,1.157823625,,,0.576089978,,24.865546895,33.774400221,0.931033909,0.237501532,0.708490551,,,73.788333333,81.65804429,2.81,0.437444775,15404393365.2073,1.271421313,0.217243075,1.019527435,0.176594272,1.327443004,0.260309964,4.957462788,5.43748474,19,28.7,9.2,7.6,82.448780488,484630,26112,1.100830078,0.164742216,1.627385646
29597.636162852,Malta,01-01-2020,28.46875,1.4375,320,560,226.794411133,0.342205673,0.186064780,100,9.18,,1610.7,2082.169141,1610.4125,0.638544957,,,0.654410005,,23.233128002,42.447048136,0.994383156,0.248671070,0.709248304,,,78.1625,86.85876183,,0.575051756,15252609039.0749,0.998400986,0.237614140,0.883519530,0.168315202,1.210128903,0.285126984,5.765721798,7.22626591,19,31.4,8.6,7.9,82.348780488,515332,27086,1.118638515,0.119080350,1.358279099
4771.359204422,Marshall Islands,01-01-2018,38.888888889,52.222222222,180,,44.961086105,0.348221093,0.293962538,95.262298584,12.03,,151.1,200.684622,255.494444444,,,,,44.115187092,17.964723644,61.890638109,-0.182951793,0.385205060,0.404367626,,,20.960416667,,,,219430038.452148,0.998590291,0.289012313,0.163996771,0.323131740,-0.797005653,0.339362770,15.158183098,7.34779596,,,21.514,7.187,64.5,45989,10563,1.123436809,0.295089126,
5545.600267413,Marshall Islands,01-01-2020,38.888888889,52.222222222,180,,29.510271018,0.467345566,0.304204136,98.256851196,11.97,,110,164.923162,241.183333333,,,,,,17.230240006,59.702147134,0.117472954,0.427005619,0.423398137,,,35.459583333,,,,240751144.40918,0.983442307,0.288033247,0.595379114,0.357103318,-0.670987487,0.384934306,13.779447556,6.33655882,,,20.006,7.425,64.977,43413,9640,1.130495667,0.226966977,
1634.642158331,Mauritania,01-01-2017,38.527214514,0.319394586,1030700,92,13.336398275,-0.774360240,0.166373819,42.9,26.54,,3408.3,13221.27666,4.036106530,2.254276519,15.175688117,12.330797943,,,,,-0.804093480,0.181160435,0.353,,,40.784583333,24.2,,2.121098457,6800135898.28827,-0.629497826,0.228199601,-0.619425774,0.155444190,-0.821170390,0.179473728,,1.23122656,,,34.425,7.446,65.083,4160015,1962529,-0.801386774,0.130468115,
1749.954236454,Mauritania,01-01-2018,38.527214514,0.314058407,1030700,92,11.363182925,-0.812102079,0.156334162,43.589279175,25.17,,3716.1,13589.51153,4.143506355,3.067359961,,,0.010190000,,,,-0.825167000,0.176990464,0.370591491,,,46.61875,35.1,2.33,2.131282310,7473550557.07378,-0.632418096,0.225225404,-0.707490385,0.149183214,-0.865196943,0.175995961,,1.34660971,,,34.183,7.248,65.31,4270712,1978535,-0.868351042,0.136610702,1.241011012
1836.292410986,Mauritania,01-01-2020,38.527214514,0.303483070,1030700,92,11.972454970,-0.815018535,0.170069128,45.4,23.78,,3847.1,14056.36818,4.364610459,2.385694885,,,,,,,-0.838932753,0.218073085,0.381546080,,,49.517916667,53.51699827,,2.389269181,8260752385.23089,-0.700950503,0.247393817,-0.605059206,0.150178671,-0.894477546,0.187964395,1.771610022,1.34919083,,,33.427,7.466,64.532,4498604,2009661,-0.825767577,0.130183101,1.022539550
8000.376431822,Mauritius,01-01-2010,44.827586207,18.911330049,2030,2041,46.722552592,0.482350141,0.182656437,99.397331238,12.77,1995.361484325,3661.8,5786.682867,615.960591133,2.932363014,7.662271800,5.045,,36.787376160,18.016713372,22.018431145,0.905523717,0.242207065,0.600138843,,,,28.33,2.72,0.148689590,10003670690.3497,0.640258789,0.254323483,0.887274206,0.162892938,0.801979423,0.200264677,3.551470041,2.02170277,,,12,7.3,72.967317073,1250400,730796,0.789677262,0.136108354,2.571435250
10841.684775484,Mauritius,01-01-2017,43.064596895,19.354031047,1997,2041,38.132471025,0.156746864,0.173806965,99.61,9.42,,4174.4,6725.636996,633.393590386,3.666997027,6.752981400,6.290833333,0.354229987,56.157517748,17.932644089,22.221776173,0.959278524,0.207265690,0.626,,,76.309166667,55.4032403,,0.165376295,13713506130.6081,0.962364137,0.228199601,0.668395758,0.175781667,1.049880505,0.230691060,4.878870010,2.55904102,,36.8,10.7,8,74.514634146,1264887,748295,0.788672626,0.129838616,2.548773287
11643.460596212,Mauritius,01-01-2018,43.064596895,19.374061092,1997,2041,36.412814370,0.186878189,0.165576920,99.786613464,9.19,,4133.9,6740.285765,633.739108663,3.216053831,6.712156095,5.045,0.333869994,55.381794111,18.406048111,22.576161314,0.894913614,0.215191811,0.623269916,,,77.30125,58.5961697,2.73,0.156385300,14735695930.9727,0.859399259,0.225225404,0.709945679,0.166625664,1.043949246,0.231977209,4.674479961,2.57791424,,,10.2,8.5,74.416341463,1265577,749310,0.738156199,0.135826766,2.856301406
9011.042884450,Mauritius,01-01-2020,43.064596895,19.414121182,1997,2041,22.852203956,0.441281766,0.173755333,99.464019775,9.41,,3720.2,6435.739403,633.957936905,2.580800772,4.535265342,6.165416667,0.403239995,,20.706233464,31.687186068,0.851257980,0.234105796,0.621859252,,,75.085833333,64.88490358,,0.161615351,11408106446.3144,0.872974157,0.247393817,0.890954435,0.162289619,1.181130648,0.250315934,4.352439880,3.4760139,,,10.6,8.7,74.177073171,1266014,749987,0.704483211,0.129918352,2.696814484
9823.164076001,Mexico,01-01-2010,52.371202963,34.436744772,1943950,758,4.967500029,-0.439748138,0.156813934,99.236696,9.36,2046.823829876,462869.5,650218.3115,57.888526454,4.156727227,0.869831484,0.878333333,0.494850010,,9.675317452,,0.096291386,0.204734981,0.589118779,,54,,31.05,3.05,0.452734493,1105424238889.37,-0.726463437,0.239330947,-0.552031338,0.144613743,0.156337783,0.186796233,5.159220219,2.8809936,46.1,47.7,20.152,5.594,74.19,112532401,24965313,0.178501576,0.112328812,22.888519116
